id	Domain	ChapterLevel	uniqTrait	no_rep_phenos	no_rep_disease	no_rep_disease_disorder	indep_phenos	indep_disease	indep_disease_disorder
304	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4mem:%Th1* (5)	1	0	0	0	0	0
305	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4mem:%cFTH (1)	1	0	0	0	0	0
306	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4mem:%cFTH (2)	1	0	0	0	0	0
307	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4mem:%cFTH (3)	1	0	0	0	0	0
308	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4nv:%Th0	1	0	0	0	0	0
309	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4nv:%Th2	1	0	0	0	0	0
310	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4nv:%preTh17	1	0	0	0	0	0
311	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4nv:%R6+R4-	1	0	0	0	0	0
312	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4nv:%Th1	1	0	0	0	0	0
313	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4nv:%TFH (1)	1	0	0	0	0	0
314	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4nv:%TFH (2)	1	0	0	0	0	0
315	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%PD1+R6+	1	0	0	0	0	0
316	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"Th17"	1	0	0	0	0	0
317	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"Th2"	1	0	0	0	0	0
318	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"Th22"	1	0	0	0	0	0
319	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"pre-Th17" (1)	1	0	0	0	0	0
320	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"pre-Th17" (2)	1	0	0	0	0	0
321	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%R6+PD1+161-	1	0	0	0	0	0
322	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"Th1"	1	0	0	0	0	0
323	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"Th1*"	1	0	0	0	0	0
324	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"TFH" (1)	1	0	0	0	0	0
325	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"TFH" (2)	1	0	0	0	0	0
326	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8mem:%"TFH" (3)	1	0	0	0	0	0
327	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4mem:%Th9	1	0	0	0	0	0
328	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4mem:%preTh17 (3)	1	0	0	0	0	0
329	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4Nv:%TFH (3)	1	0	0	0	0	0
330	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4mem:%R6+	1	0	0	0	0	0
331	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%Act(314+)	1	0	0	0	0	0
332	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%Act(335+)	1	0	0	0	0	0
333	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%337+	1	0	0	0	0	0
334	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%Kir (1)	1	0	0	0	0	0
335	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%314-158a+	1	0	0	0	0	0
336	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%2-158a+	1	0	0	0	0	0
337	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%Kir+ (2)	1	0	0	0	0	0
338	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%Kir+ (3)	1	0	0	0	0	0
339	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%Kir+ (4)	1	0	0	0	0	0
340	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%2+337-R7-	1	0	0	0	0	0
341	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKeff:%314-R7-	1	0	0	0	0	0
342	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKearly:%337+335+R7-	1	0	0	0	0	0
343	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKearly:%337+158b+	1	0	0	0	0	0
344	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKearly:%335+314-	1	0	0	0	0	0
345	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKearly:%337+	1	0	0	0	0	0
346	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKearly:%337+335+2-	1	0	0	0	0	0
347	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8:%TM (1)	1	0	0	0	0	0
348	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8:%R5+	1	0	0	0	0	0
349	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8:%TM (2)	1	0	0	0	0	0
350	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	gdT:%CM (1)	1	0	0	0	0	0
351	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	gdT:%CM (2)	1	0	0	0	0	0
352	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	NKT:%TM	1	0	0	0	0	0
353	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	IgE+B:%27+	1	0	0	0	0	0
354	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	IgE+B:%27+20-38+	1	0	0	0	0	0
355	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	IgG+B:%27+	1	0	0	0	0	0
356	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	IgG+B:%20+24+27+	1	0	0	0	0	0
357	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	earlyB:%27+38-	1	0	0	0	0	0
358	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	earlyB:%27+	1	0	0	0	0	0
359	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	mDC:%64-274-	1	0	0	0	0	0
360	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	mDC:%32+	1	0	0	0	0	0
361	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	mDCL%274+	1	0	0	0	0	0
362	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	1c+mDC:%32+	1	0	0	0	0	0
363	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mono:%11c-16-274+	1	0	0	0	0	0
364	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Alanine	0	0	0	0	0	0
365	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Asparagine	1	0	0	0	0	0
366	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Aspartate	1	0	0	0	0	0
367	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	N-acetylalanine	1	0	0	0	0	0
368	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	2-aminobutyrate	1	0	0	0	0	0
369	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Creatine	1	0	0	0	0	0
370	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Creatinine	0	0	0	0	0	0
371	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	2-hydroxybutyrate (AHB)	1	0	0	0	0	0
372	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Cysteine	1	0	0	0	0	0
373	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Methionine	1	0	0	0	0	0
374	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Glutamate	1	0	0	0	0	0
375	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Glutamine	0	0	0	0	0	0
376	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Pyroglutamine	1	0	0	0	0	0
377	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	5-oxoproline	1	0	0	0	0	0
378	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Cysteine-glutathione disulfide	1	0	0	0	0	0
379	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Betaine	1	0	0	0	0	0
380	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Glycine	0	0	0	0	0	0
381	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	N-acetylglycine	1	0	0	0	0	0
382	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	N-acetylthreonine	1	0	0	0	0	0
383	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Serine	1	0	0	0	0	0
384	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Threonine	1	0	0	0	0	0
385	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	4-acetamidobutanoate	1	0	0	0	0	0
386	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	3-methylhistidine	1	0	0	0	0	0
387	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Histidine	0	0	0	0	0	0
388	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Glutaroyl carnitine	1	0	0	0	0	0
389	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Lysine	1	0	0	0	0	0
390	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Pipecolate	1	0	0	0	0	0
391	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	3-(3-hydroxyphenyl)propionate	1	0	0	0	0	0
392	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	3-(4-hydroxyphenyl)lactate	1	0	0	0	0	0
393	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	3-methoxytyrosine	1	0	0	0	0	0
394	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	3-phenylpropionate (hydrocinnamate)	1	0	0	0	0	0
395	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	P-cresol sulfate	1	0	0	0	0	0
396	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Phenol sulfate	1	0	0	0	0	0
397	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Phenylacetate	1	0	0	0	0	0
398	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Phenylacetylglutamine	1	0	0	0	0	0
399	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Phenylalanine	0	0	0	0	0	0
400	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Phenyllactate (PLA)	1	0	0	0	0	0
401	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Tyrosine	0	0	0	0	0	0
402	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	3-indoxyl sulfate	1	0	0	0	0	0
403	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	C-glycosyltryptophan	1	0	0	0	0	0
404	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Indoleacetate	1	0	0	0	0	0
405	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Indolelactate	1	0	0	0	0	0
406	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Indolepropionate	1	0	0	0	0	0
407	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Kynurenine	1	0	0	0	0	0
408	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Serotonin (5HT)	1	0	0	0	0	0
409	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Tryptophan	1	0	0	0	0	0
410	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Tryptophan betaine	1	0	0	0	0	0
411	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Arginine	1	0	0	0	0	0
412	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Citrulline	1	0	0	0	0	0
413	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Dimethylarginine (SDMA + ADMA)	1	0	0	0	0	0
414	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Homocitrulline	1	0	0	0	0	0
415	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	N-acetylornithine	1	0	0	0	0	0
416	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Ornithine	1	0	0	0	0	0
417	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Proline	1	0	0	0	0	0
418	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Trans-4-hydroxyproline	1	0	0	0	0	0
419	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Urea	1	0	0	0	0	0
420	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	2-hydroxyisobutyrate	1	0	0	0	0	0
421	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	2-methylbutyroylcarnitine	1	0	0	0	0	0
422	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	3-methyl-2-oxobutyrate	1	0	0	0	0	0
423	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	3-methyl-2-oxovalerate	1	0	0	0	0	0
424	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	4-methyl-2-oxopentanoate	1	0	0	0	0	0
425	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Alpha-hydroxyisovalerate	1	0	0	0	0	0
426	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Beta-hydroxyisovalerate	1	0	0	0	0	0
427	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Hydroxyisovaleroyl carnitine	1	0	0	0	0	0
428	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Isobutyrylcarnitine	1	0	0	0	0	0
429	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Isoleucine	0	0	0	0	0	0
430	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Isovalerylcarnitine	1	0	0	0	0	0
431	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Leucine	1	0	0	0	0	0
432	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Levulinate (4-oxovalerate)	1	0	0	0	0	0
433	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Valine	0	0	0	0	0	0
434	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Erythronate	1	0	0	0	0	0
435	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Erythrose	1	0	0	0	0	0
436	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fructose	1	0	0	0	0	0
437	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Mannitol	1	0	0	0	0	0
438	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Mannose	1	0	0	0	0	0
439	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	1,5-anhydroglucitol (1,5-AG)	1	0	0	0	0	0
440	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	1,6-anhydroglucose	1	0	0	0	0	0
441	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Glucose	0	0	0	0	0	0
442	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Glycerate	1	0	0	0	0	0
443	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Lactate	0	0	0	0	0	0
444	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Pyruvate	0	0	0	0	0	0
445	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Arabinose	1	0	0	0	0	0
446	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Threitol	1	0	0	0	0	0
447	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Ascorbate (Vitamin C)	1	0	0	0	0	0
448	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Threonate	1	0	0	0	0	0
449	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Bilirubin (E,E)	1	0	0	0	0	0
450	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Bilirubin (E,Z or Z,E)	1	0	0	0	0	0
451	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Bilirubin (Z,Z)	1	0	0	0	0	0
452	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Heme	1	0	0	0	0	0
453	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Biliverdin	1	0	0	0	0	0
454	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Pantothenate	1	0	0	0	0	0
455	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Alpha-tocopherol	1	0	0	0	0	0
456	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Gamma-tocopherol	1	0	0	0	0	0
457	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Pyridoxate	1	0	0	0	0	0
